CountryName;CountryCode;IndicatorName;IndicatorCode;Year;Value
Nigeria;NGA;Urban population (% of total);SP.URB.TOTL.IN.ZS;1987;27.209
Northern Mariana Islands;MNP;Urban population (% of total);SP.URB.TOTL.IN.ZS;1987;88.971
Norway;NOR;Urban population (% of total);SP.URB.TOTL.IN.ZS;1987;71.570
Oman;OMN;Urban population (% of total);SP.URB.TOTL.IN.ZS;1987;60.783
Pakistan;PAK;Urban population (% of total);SP.URB.TOTL.IN.ZS;1987;29.833
Palau;PLW;Urban population (% of total);SP.URB.TOTL.IN.ZS;1987;68.541
Panama;PAN;Urban population (% of total);SP.URB.TOTL.IN.ZS;1987;52.820
Papua New Guinea;PNG;Urban population (% of total);SP.URB.TOTL.IN.ZS;1987;14.390
Paraguay;PRY;Urban population (% of total);SP.URB.TOTL.IN.ZS;1987;46.463
Peru;PER;Urban population (% of total);SP.URB.TOTL.IN.ZS;1987;67.687
Philippines;PHL;Urban population (% of total);SP.URB.TOTL.IN.ZS;1987;45.331
Poland;POL;Urban population (% of total);SP.URB.TOTL.IN.ZS;1987;60.676
Portugal;PRT;Urban population (% of total);SP.URB.TOTL.IN.ZS;1987;46.342
Puerto Rico;PRI;Urban population (% of total);SP.URB.TOTL.IN.ZS;1987;88.660
Qatar;QAT;Urban population (% of total);SP.URB.TOTL.IN.ZS;1987;91.056
Romania;ROM;Urban population (% of total);SP.URB.TOTL.IN.ZS;1987;51.073
Russian Federation;RUS;Urban population (% of total);SP.URB.TOTL.IN.ZS;1987;72.765
Rwanda;RWA;Urban population (% of total);SP.URB.TOTL.IN.ZS;1987;5.198
Samoa;WSM;Urban population (% of total);SP.URB.TOTL.IN.ZS;1987;21.200
San Marino;SMR;Urban population (% of total);SP.URB.TOTL.IN.ZS;1987;90.400
Sao Tome and Principe;STP;Urban population (% of total);SP.URB.TOTL.IN.ZS;1987;40.260
Saudi Arabia;SAU;Urban population (% of total);SP.URB.TOTL.IN.ZS;1987;74.589
Senegal;SEN;Urban population (% of total);SP.URB.TOTL.IN.ZS;1987;38.271
Seychelles;SYC;Urban population (% of total);SP.URB.TOTL.IN.ZS;1987;49.262
Sierra Leone;SLE;Urban population (% of total);SP.URB.TOTL.IN.ZS;1987;32.555
Singapore;SGP;Urban population (% of total);SP.URB.TOTL.IN.ZS;1987;100.000
Sint Maarten (Dutch part);SXM;Urban population (% of total);SP.URB.TOTL.IN.ZS;1987;100.000
Slovak Republic;SVK;Urban population (% of total);SP.URB.TOTL.IN.ZS;1987;55.105
Slovenia;SVN;Urban population (% of total);SP.URB.TOTL.IN.ZS;1987;49.900
Solomon Islands;SLB;Urban population (% of total);SP.URB.TOTL.IN.ZS;1987;13.111
Somalia;SOM;Urban population (% of total);SP.URB.TOTL.IN.ZS;1987;28.627
South Africa;ZAF;Urban population (% of total);SP.URB.TOTL.IN.ZS;1987;50.439
South Sudan;SSD;Urban population (% of total);SP.URB.TOTL.IN.ZS;1987;11.111
Spain;ESP;Urban population (% of total);SP.URB.TOTL.IN.ZS;1987;74.673
Sri Lanka;LKA;Urban population (% of total);SP.URB.TOTL.IN.ZS;1987;18.602
St. Kitts and Nevis;KNA;Urban population (% of total);SP.URB.TOTL.IN.ZS;1987;34.989
St. Lucia;LCA;Urban population (% of total);SP.URB.TOTL.IN.ZS;1987;28.488
St. Vincent and the Grenadines;VCT;Urban population (% of total);SP.URB.TOTL.IN.ZS;1987;39.717
Sudan;SDN;Urban population (% of total);SP.URB.TOTL.IN.ZS;1987;25.107
Suriname;SUR;Urban population (% of total);SP.URB.TOTL.IN.ZS;1987;65.483
Swaziland;SWZ;Urban population (% of total);SP.URB.TOTL.IN.ZS;1987;22.824
Sweden;SWE;Urban population (% of total);SP.URB.TOTL.IN.ZS;1987;83.100
Switzerland;CHE;Urban population (% of total);SP.URB.TOTL.IN.ZS;1987;68.537
Syrian Arab Republic;SYR;Urban population (% of total);SP.URB.TOTL.IN.ZS;1987;48.307
Tajikistan;TJK;Urban population (% of total);SP.URB.TOTL.IN.ZS;1987;32.818
Tanzania;TZA;Urban population (% of total);SP.URB.TOTL.IN.ZS;1987;17.725
Thailand;THA;Urban population (% of total);SP.URB.TOTL.IN.ZS;1987;28.628
Timor-Leste;TMP;Urban population (% of total);SP.URB.TOTL.IN.ZS;1987;19.451
Togo;TGO;Urban population (% of total);SP.URB.TOTL.IN.ZS;1987;27.362
Tonga;TON;Urban population (% of total);SP.URB.TOTL.IN.ZS;1987;22.609
Trinidad and Tobago;TTO;Urban population (% of total);SP.URB.TOTL.IN.ZS;1987;9.129
Tunisia;TUN;Urban population (% of total);SP.URB.TOTL.IN.ZS;1987;55.491
Turkey;TUR;Urban population (% of total);SP.URB.TOTL.IN.ZS;1987;55.261
Turkmenistan;TKM;Urban population (% of total);SP.URB.TOTL.IN.ZS;1987;45.537
Turks and Caicos Islands;TCA;Urban population (% of total);SP.URB.TOTL.IN.ZS;1987;69.197
Tuvalu;TUV;Urban population (% of total);SP.URB.TOTL.IN.ZS;1987;36.762
Uganda;UGA;Urban population (% of total);SP.URB.TOTL.IN.ZS;1987;9.882
Ukraine;UKR;Urban population (% of total);SP.URB.TOTL.IN.ZS;1987;65.830
United Arab Emirates;ARE;Urban population (% of total);SP.URB.TOTL.IN.ZS;1987;79.482
United Kingdom;GBR;Urban population (% of total);SP.URB.TOTL.IN.ZS;1987;78.290
United States;USA;Urban population (% of total);SP.URB.TOTL.IN.ZS;1987;74.793
Uruguay;URY;Urban population (% of total);SP.URB.TOTL.IN.ZS;1987;87.926
Uzbekistan;UZB;Urban population (% of total);SP.URB.TOTL.IN.ZS;1987;40.697
Vanuatu;VUT;Urban population (% of total);SP.URB.TOTL.IN.ZS;1987;17.573
Venezuela, RB;VEN;Urban population (% of total);SP.URB.TOTL.IN.ZS;1987;82.900
Vietnam;VNM;Urban population (% of total);SP.URB.TOTL.IN.ZS;1987;19.688
Virgin Islands (U.S.);VIR;Urban population (% of total);SP.URB.TOTL.IN.ZS;1987;85.726
Yemen, Rep.;YEM;Urban population (% of total);SP.URB.TOTL.IN.ZS;1987;19.323
Zambia;ZMB;Urban population (% of total);SP.URB.TOTL.IN.ZS;1987;39.556
Zimbabwe;ZWE;Urban population (% of total);SP.URB.TOTL.IN.ZS;1987;26.809
Arab World;ARB;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;49.478
Caribbean small states;CSS;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;39.065
Central Europe and the Baltics;CEB;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;61.020
East Asia & Pacific (all income levels);EAS;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;32.370
East Asia & Pacific (developing only);EAP;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;26.739
Euro area;EMU;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;71.020
Europe & Central Asia (all income levels);ECS;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;67.247
Europe & Central Asia (developing only);ECA;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;55.638
European Union;EUU;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;70.214
Fragile and conflict affected situations;FCS;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;31.310
Heavily indebted poor countries (HIPC);HPC;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;24.352
High income;HIC;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;74.353
High income: nonOECD;NOC;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;76.329
High income: OECD;OEC;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;73.812
Latin America & Caribbean (all income levels);LCN;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;69.309
Latin America & Caribbean (developing only);LAC;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;66.428
Least developed countries: UN classification;LDC;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;20.225
Low & middle income;LMY;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;32.658
Low income;LIC;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;21.271
Lower middle income;LMC;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;29.107
Middle East & North Africa (all income levels);MEA;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;54.038
Middle East & North Africa (developing only);MNA;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;50.880
Middle income;MIC;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;33.623
North America;NAC;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;75.106
OECD members;OED;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;72.694
Other small states;OSS;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;33.311
Pacific island small states;PSS;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;30.396
Small states;SST;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;34.759
South Asia;SAS;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;24.498
Sub-Saharan Africa (all income levels);SSF;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;25.948
Sub-Saharan Africa (developing only);SSA;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;25.940
Upper middle income;UMC;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;38.181
World;WLD;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;42.215
Afghanistan;AFG;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;17.763
Albania;ALB;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;35.888
Algeria;DZA;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;50.511
American Samoa;ASM;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;79.659
Andorra;ADO;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;95.027
Angola;AGO;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;24.334
Antigua and Barbuda;ATG;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;35.264
Argentina;ARG;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;86.233
Armenia;ARM;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;67.706
Aruba;ABW;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;50.350
Australia;AUS;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;85.400
Austria;AUT;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;65.686
Azerbaijan;AZE;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;54.094
Bahamas, The;BHS;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;78.654
Bahrain;BHR;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;87.754
Bangladesh;BGD;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;18.859
Barbados;BRB;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;33.880
Belarus;BLR;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;64.872
Belgium;BEL;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;96.204
Belize;BLZ;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;47.846
Benin;BEN;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;32.985
Bermuda;BMU;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;100.000
Bhutan;BTN;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;14.929
Bolivia;BOL;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;53.563
Bosnia and Herzegovina;BIH;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;38.583
Botswana;BWA;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;35.467
Brazil;BRA;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;72.342
Brunei Darussalam;BRN;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;64.421
Bulgaria;BGR;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;65.692
Burkina Faso;BFA;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;13.316
Burundi;BDI;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;5.830
Cabo Verde;CPV;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;38.902
Cambodia;KHM;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;14.883
Cameroon;CMR;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;38.511
Canada;CAN;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;76.542
Cayman Islands;CYM;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;100.000
Central African Republic;CAF;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;36.545
Chad;TCD;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;20.394
Channel Islands;CHI;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;31.602
Chile;CHL;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;83.014
China;CHN;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;24.974
Colombia;COL;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;67.225
Comoros;COM;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;26.893
Congo, Dem. Rep.;ZAR;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;29.775
Congo, Rep.;COG;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;53.485
Costa Rica;CRI;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;48.176
Cote d'Ivoire;CIV;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;38.608
Croatia;HRV;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;53.341
Cuba;CUB;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;72.408
Curacao;CUW;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;84.129
Cyprus;CYP;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;65.945
Czech Republic;CZE;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;75.278
Denmark;DNK;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;84.671
Djibouti;DJI;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;75.548
Dominica;DMA;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;59.798
Dominican Republic;DOM;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;54.684
Ecuador;ECU;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;53.546
Egypt, Arab Rep.;EGY;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;43.744
El Salvador;SLV;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;48.194
Equatorial Guinea;GNQ;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;32.780
Eritrea;ERI;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;15.569
Estonia;EST;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;71.390
Ethiopia;ETH;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;12.143
Faeroe Islands;FRO;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;30.515
Fiji;FJI;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;40.085
Finland;FIN;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;78.000
France;FRA;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;73.875
French Polynesia;PYF;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;58.320
Gabon;GAB;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;66.412
Gambia, The;GMB;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;36.155
Georgia;GEO;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;55.208
Germany;DEU;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;72.999
Ghana;GHA;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;35.004
Greece;GRC;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;71.090
Greenland;GRL;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;79.016
Grenada;GRD;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;33.330
Guam;GUM;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;91.354
Guatemala;GTM;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;40.328
Guinea;GIN;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;27.459
Guinea-Bissau;GNB;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;25.750
Guyana;GUY;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;29.763
Haiti;HTI;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;26.329
Honduras;HND;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;39.481
Hong Kong SAR, China;HKG;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;98.309
Hungary;HUN;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;65.632
Iceland;ISL;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;90.294
India;IND;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;25.063
Indonesia;IDN;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;28.736
Iran, Islamic Rep.;IRN;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;55.257
Iraq;IRQ;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;70.072
Ireland;IRL;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;56.666
Isle of Man;IMY;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;51.754
Israel;ISR;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;90.150
Italy;ITA;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;66.766
Jamaica;JAM;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;49.036
Japan;JPN;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;77.088
Jordan;JOR;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;70.868
Kazakhstan;KAZ;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;56.341
Kenya;KEN;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;16.383
Kiribati;KIR;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;34.405
Korea, Dem. Rep.;PRK;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;58.088
Korea, Rep.;KOR;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;70.389
Kuwait;KWT;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;97.946
Kyrgyz Republic;KGZ;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;38.227
Lao PDR;LAO;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;14.766
Latvia;LVA;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;69.112
Lebanon;LBN;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;82.400
Lesotho;LSO;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;12.901
Liberia;LBR;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;50.195
Libya;LBY;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;75.614
Liechtenstein;LIE;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;17.201
Lithuania;LTU;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;67.280
Luxembourg;LUX;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;80.836
Macao SAR, China;MAC;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;99.651
Macedonia, FYR;MKD;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;56.955
Madagascar;MDG;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;22.487
Malawi;MWI;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;10.934
Malaysia;MYS;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;48.232
Maldives;MDV;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;25.727
Mali;MLI;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;22.482
Malta;MLT;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;90.147
Marshall Islands;MHL;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;64.224
Mauritania;MRT;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;39.782
Mauritius;MUS;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;43.269
Mexico;MEX;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;70.462
Micronesia, Fed. Sts.;FSM;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;25.950
Moldova;MDA;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;46.488
Monaco;MCO;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;100.000
Mongolia;MNG;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;56.800
Montenegro;MNE;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;45.739
Morocco;MAR;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;46.943
Mozambique;MOZ;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;22.152
Myanmar;MMR;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;24.318
Namibia;NAM;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;27.136
Nepal;NPL;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;8.238
Netherlands;NLD;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;67.906
New Caledonia;NCL;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;59.286
New Zealand;NZL;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;84.268
Nicaragua;NIC;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;51.858
Niger;NER;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;15.209
Nigeria;NGA;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;28.019
Northern Mariana Islands;MNP;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;89.257
Norway;NOR;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;71.699
Oman;OMN;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;62.594
Pakistan;PAK;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;30.080
Palau;PLW;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;68.892
Panama;PAN;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;53.159
Papua New Guinea;PNG;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;14.589
Paraguay;PRY;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;47.207
Peru;PER;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;68.095
Philippines;PHL;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;46.483
Poland;POL;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;61.043
Portugal;PRT;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;46.867
Puerto Rico;PRI;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;90.413
Qatar;QAT;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;91.671
Romania;ROM;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;51.790
Russian Federation;RUS;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;73.181
Rwanda;RWA;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;5.270
Samoa;WSM;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;21.200
San Marino;SMR;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;90.400
Sao Tome and Principe;STP;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;41.382
Saudi Arabia;SAU;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;75.267
Senegal;SEN;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;38.614
Seychelles;SYC;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;49.247
Sierra Leone;SLE;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;32.787
Singapore;SGP;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;100.000
Sint Maarten (Dutch part);SXM;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;100.000
Slovak Republic;SVK;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;55.568
Slovenia;SVN;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;50.061
Solomon Islands;SLB;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;13.298
Somalia;SOM;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;28.969
South Africa;ZAF;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;50.972
South Sudan;SSD;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;11.797
Spain;ESP;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;74.900
Sri Lanka;LKA;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;18.590
St. Kitts and Nevis;KNA;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;34.862
St. Lucia;LCA;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;28.774
St. Vincent and the Grenadines;VCT;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;40.280
Sudan;SDN;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;26.244
Suriname;SUR;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;65.557
Swaziland;SWZ;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;22.852
Sweden;SWE;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;83.100
Switzerland;CHE;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;70.137
Syrian Arab Republic;SYR;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;48.515
Tajikistan;TJK;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;32.610
Tanzania;TZA;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;18.221
Thailand;THA;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;28.897
Timor-Leste;TMP;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;19.907
Togo;TGO;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;27.768
Tonga;TON;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;22.641
Trinidad and Tobago;TTO;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;8.902
Tunisia;TUN;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;56.314
Turkey;TUR;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;56.587
Turkmenistan;TKM;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;45.317
Turks and Caicos Islands;TCA;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;70.990
Tuvalu;TUV;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;38.047
Uganda;UGA;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;10.267
Ukraine;UKR;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;66.399
United Arab Emirates;ARE;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;79.339
United Kingdom;GBR;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;78.240
United States;USA;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;74.942
Uruguay;URY;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;88.285
Uzbekistan;UZB;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;40.685
Vanuatu;VUT;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;18.011
Venezuela, RB;VEN;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;83.372
Vietnam;VNM;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;19.752
Virgin Islands (U.S.);VIR;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;86.407
Yemen, Rep.;YEM;Urban population (% of total);SP.URB.TOTL.IN.ZS;1988;19.849
